0.000001, 0.000053, 0.000068
0.000006, 0.005459, 0.005631
0.000049, 0.536611, 0.457283
0.000478, 57.588079, 75.007878
0.000025, 0.000023, 0.000037
0.001198, 0.002670, 0.00504
0.137845, 0.083157, 0.245929
8.619453, 8.140129, 18.55698
0.000025, 0.000022, 0.000028
0.000423, 0.000360, 0.000405
0.003334, 0.002163, 0.003856
0.019978, 0.036718, 0.04411
0.000001, 0.000051, 0.000021
0.000004, 0.003343, 0.001505
0.000083, 0.124075, 0.0702364
0.000466, 13.764207, 6.9570536
0.000075, 0.000085, 0.000110
0.000396, 0.000684, 0.000667
0.003321, 0.003642, 0.005950
0.022159, 0.025594, 0.036624
0.000002, 0.000003, 0.000012
0.000047, 0.000059, 0.000141
0.000519, 0.000494, 0.0017654
0.002501, 0.002550, 0.0119372
0.000013, 0.000019, 0.000022
0.000101, 0.000116, 0.000164
0.001043, 0.001121, 0.001223
0.005848, 0.012187, 0.008046
0.000020, 0.000023, 0.000037
0.002001, 0.002047, 0.002140
0.089547, 0.101449, 0.098423
11.236383, 9.225895, 8.724002
0.000004, 0.000008, 0.000016
0.000062, 0.000082, 0.000253
0.000782, 0.000825, 0.003671
0.004914, 0.007500, 0.027995
